ID_completo,Fecha,Fecha_dt,Satelite,Nubes_inicial_%,Nubes_±5d_%,Nubes_vecinos_%,Nubes_DEM_%,Nubes_DEM_inverso_%,Nubes_MODIS_%,Snowline_DEM_m,Snowline_DEM_inverso_m,MODIS_iters,Export_task_description,Temporada,Fuente_csv,Error,Tif_logico,Ruta_tif,Nieve_km2,Nieve_pct_Andorra,Tierra_km2,Tierra_pct_Andorra,Nubes_km2,Nubes_pct_Andorra,Snowline_final_p20_m,Nieve_Arbolado_Denso_km2,Nieve_Arbolado_Denso_pct,Pct_cob_nevada_Arbolado_Denso,Nieve_Cultivos_km2,Nieve_Cultivos_pct,Pct_cob_nevada_Cultivos,Nieve_Vias_Comunicacion_km2,Nieve_Vias_Comunicacion_pct,Pct_cob_nevada_Vias_Comunicacion,Nieve_Matorrales_km2,Nieve_Matorrales_pct,Pct_cob_nevada_Matorrales,Nieve_Zonas_Desnudas_km2,Nieve_Zonas_Desnudas_pct,Pct_cob_nevada_Zonas_Desnudas,Nieve_Prados_km2,Nieve_Prados_pct,Pct_cob_nevada_Prados,Nieve_Roquedos_km2,Nieve_Roquedos_pct,Pct_cob_nevada_Roquedos,Nieve_Zonas_Deportivas_km2,Nieve_Zonas_Deportivas_pct,Pct_cob_nevada_Zonas_Deportivas,Nieve_Canchales_km2,Nieve_Canchales_pct,Pct_cob_nevada_Canchales,Nieve_Zonas_Urbanas_km2,Nieve_Zonas_Urbanas_pct,Pct_cob_nevada_Zonas_Urbanas,Nieve_Arbolado_Claro_km2,Nieve_Arbolado_Claro_pct,Pct_cob_nevada_Arbolado_Claro,Nieve_Aguas_km2,Nieve_Aguas_pct,Pct_cob_nevada_Aguas
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20161211,2016-12-11,2016-12-11,LANDSAT_8,5.71,5.71,0.38,0.38,0.38,0.38,,,0.00,2016_12_11-Landsat8,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2016_12_11-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2016_12_11-Landsat8.tif,331.49,71.07,135.69,29.09,1.94,0.42,1804,121.76,36.73,64.54,3.21,0.97,40.10,1.75,0.53,64.33,23.50,7.09,54.17,3.28,0.99,83.05,89.52,27.01,76.49,23.37,7.05,73.11,0.06,0.02,51.01,55.67,16.79,91.93,4.40,1.33,62.22,1.19,0.36,60.36,1.92,0.58,95.27
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20161227,2016-12-27,2016-12-27,LANDSAT_8,57.35,57.35,2.47,0.89,0.89,0.89,1687.00,,0.00,2016_12_27-Landsat8,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2016_12_27-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2016_12_27-Landsat8.tif,440.48,94.43,25.08,5.38,3.57,0.76,1691,173.20,39.32,91.81,7.44,1.69,92.91,2.63,0.60,96.91,37.38,8.49,86.16,3.85,0.88,97.48,112.79,25.61,96.38,30.37,6.89,95.01,0.13,0.03,102.01,59.85,13.59,98.83,6.85,1.56,96.79,1.93,0.44,97.92,2.02,0.46,99.91
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170112,2017-01-12,2017-01-12,LANDSAT_8,0.78,0.78,0.78,0.78,0.78,0.78,,,0.00,2017_01_12-Landsat8,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_01_12-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2017_01_12-Landsat8.tif,414.70,88.91,50.73,10.88,3.67,0.79,1798,154.90,37.35,82.12,6.00,1.45,74.84,2.29,0.55,84.06,34.36,8.28,79.19,3.51,0.85,88.83,114.19,27.53,97.57,29.25,7.05,91.52,0.11,0.03,85.25,59.15,14.26,97.66,5.14,1.24,72.61,1.92,0.46,97.56,1.93,0.47,95.71
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170128,2017-01-28,2017-01-28,LANDSAT_8,14.37,14.37,0.00,0.00,0.00,0.00,,,0.00,2017_01_28-Landsat8,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_01_28-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2017_01_28-Landsat8.tif,467.67,100.26,1.45,0.31,0.01,0.00,1649,187.23,40.04,99.25,8.02,1.71,100.07,2.76,0.59,101.41,43.14,9.22,99.43,3.94,0.84,99.74,116.83,24.98,99.82,31.93,6.83,99.88,0.13,0.03,102.01,60.52,12.94,99.94,7.07,1.51,99.92,1.98,0.42,100.57,2.01,0.43,99.82
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170301,2017-03-01,2017-03-01,LANDSAT_8,4.97,4.97,0.18,0.18,0.18,0.18,,,0.00,2017_03_01-Landsat8,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_03_01-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2017_03_01-Landsat8.tif,381.32,81.75,86.89,18.63,0.91,0.19,1887,133.80,35.09,70.93,3.75,0.98,46.76,1.67,0.44,61.58,31.87,8.36,73.45,3.23,0.85,81.62,111.95,29.36,95.65,28.11,7.37,87.93,0.01,0.00,10.20,58.96,15.46,97.35,2.42,0.64,34.21,1.86,0.49,94.31,1.80,0.47,89.11
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170317,2017-03-17,2017-03-17,LANDSAT_8,8.79,8.79,0.30,0.30,0.30,0.30,,,0.00,2017_03_17-Landsat8,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_03_17-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2017_03_17-Landsat8.tif,336.01,72.04,131.62,28.22,1.50,0.32,1998,103.09,30.68,54.65,1.58,0.47,19.75,1.04,0.31,38.21,28.70,8.54,66.16,2.90,0.86,73.38,106.89,31.81,91.33,27.23,8.10,85.17,0.00,0.00,1.46,58.10,17.29,95.93,1.08,0.32,15.24,1.80,0.53,91.16,1.76,0.52,87.37
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170402,2017-04-02,2017-04-02,LANDSAT_8,44.42,0.00,0.00,0.00,0.00,0.00,,,0.00,2017_04_02-Landsat8,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_04_02-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2017_04_02-Landsat8.tif,304.67,65.32,164.44,35.25,0.01,0.00,2065,75.90,24.91,40.23,1.23,0.40,15.30,0.74,0.24,27.35,28.15,9.24,64.87,2.77,0.91,70.10,105.47,34.62,90.12,26.64,8.74,83.32,0.01,0.00,5.83,57.54,18.89,95.01,0.94,0.31,13.27,1.73,0.57,87.96,1.77,0.58,87.68
COPERNICUS/S2_SR_HARMONIZED/20170403T104021_20170403T104138_T31TCH,2017-04-03,2017-04-03,SENTINEL_2,0.37,0.37,0.37,0.37,0.37,0.37,,,0.00,2017_04_03-Sentinel2,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_04_03-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_04_03-Sentinel2.tif,255.06,54.68,210.91,45.22,1.74,0.37,2172,41.68,16.34,22.10,0.45,0.18,5.65,0.47,0.19,17.40,24.61,9.65,56.73,2.66,1.04,67.22,99.91,39.17,85.37,24.97,9.79,78.10,0.00,0.00,1.30,56.30,22.07,92.97,0.22,0.09,3.13,1.52,0.60,77.21,1.69,0.66,83.93
COPERNICUS/S2_SR_HARMONIZED/20170406T105021_20170406T105317_T31TCH,2017-04-06,2017-04-06,SENTINEL_2,0.24,0.24,0.24,0.24,0.24,0.24,,,0.00,2017_04_06-Sentinel2,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_04_06-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_04_06-Sentinel2.tif,272.31,58.38,194.25,41.65,1.15,0.25,2133,52.04,19.11,27.59,1.15,0.42,14.37,0.60,0.22,22.21,26.68,9.80,61.50,2.68,0.98,67.70,102.77,37.74,87.81,25.60,9.40,80.09,0.00,0.00,1.38,56.35,20.69,93.04,0.49,0.18,6.97,1.66,0.61,84.36,1.71,0.63,84.90
COPERNICUS/S2_SR_HARMONIZED/20170416T105031_20170416T105601_T31TCH,2017-04-16,2017-04-16,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2017_04_16-Sentinel2,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_04_16-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_04_16-Sentinel2.tif,199.09,42.68,268.62,57.59,0.00,0.00,2209,30.16,15.15,15.99,0.06,0.03,0.71,0.15,0.08,5.51,20.15,10.12,46.45,2.40,1.21,60.69,77.41,38.88,66.14,17.74,8.91,55.48,0.00,0.00,1.38,47.86,24.04,79.04,0.18,0.09,2.61,0.85,0.43,43.41,1.73,0.87,85.68
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170418,2017-04-18,2017-04-18,LANDSAT_8,13.87,0.00,0.00,0.00,0.00,0.00,,,0.00,2017_04_18-Landsat8,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_04_18-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2017_04_18-Landsat8.tif,210.90,45.21,258.22,55.36,0.00,0.00,2188,38.11,18.07,20.20,0.07,0.03,0.92,0.15,0.07,5.36,20.32,9.63,46.83,2.45,1.16,61.98,78.29,37.12,66.90,19.02,9.02,59.51,0.00,0.00,0.00,48.41,22.96,79.94,0.13,0.06,1.87,0.88,0.42,44.51,1.75,0.83,86.52
COPERNICUS/S2_SR_HARMONIZED/20170503T104021_20170503T104024_T31TCH,2017-05-03,2017-05-03,SENTINEL_2,92.31,13.73,1.99,1.81,0.19,0.19,2247.00,2247.00,0.00,2017_05_03-Sentinel2,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_05_03-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_05_03-Sentinel2.tif,176.11,37.76,290.90,62.37,0.71,0.15,2253,22.79,12.94,12.08,0.11,0.06,1.35,0.17,0.10,6.32,18.38,10.44,42.36,2.14,1.22,54.18,64.90,36.85,55.45,19.24,10.92,60.18,0.00,0.00,0.00,45.25,25.69,74.71,0.42,0.24,5.91,0.58,0.33,29.56,1.71,0.97,84.93
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170504,2017-05-04,2017-05-04,LANDSAT_8,71.52,13.72,2.27,2.03,0.24,0.24,2247.00,2247.00,0.00,2017_05_04-Landsat8,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_05_04-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2017_05_04-Landsat8.tif,177.96,38.15,290.24,62.22,0.92,0.20,2254,22.89,12.86,12.13,0.11,0.06,1.35,0.16,0.09,5.96,18.39,10.33,42.38,2.18,1.23,55.19,65.29,36.69,55.79,19.50,10.96,61.00,0.00,0.00,0.00,45.44,25.53,75.03,0.39,0.22,5.45,0.60,0.34,30.52,1.72,0.97,85.36
COPERNICUS/S2_SR_HARMONIZED/20170506T105031_20170506T105029_T31TCH,2017-05-06,2017-05-06,SENTINEL_2,18.66,13.73,1.99,1.81,0.19,0.19,2263.00,2263.00,0.00,2017_05_06-Sentinel2,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_05_06-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_05_06-Sentinel2.tif,157.63,33.79,309.38,66.33,0.71,0.15,2259,19.40,12.31,10.28,0.10,0.06,1.22,0.16,0.10,6.06,17.16,10.89,39.56,2.07,1.31,52.40,56.90,36.10,48.62,16.44,10.43,51.42,0.00,0.00,0.00,42.42,26.91,70.04,0.38,0.24,5.30,0.53,0.34,27.09,1.70,1.08,84.27
COPERNICUS/S2_SR_HARMONIZED/20170513T104031_20170513T104249_T31TCH,2017-05-13,2017-05-13,SENTINEL_2,74.88,33.31,10.19,8.32,4.02,0.80,2307.00,2315.00,5.00,2017_05_13-Sentinel2,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_05_13-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_05_13-Sentinel2.tif,129.58,27.78,334.70,71.75,3.44,0.74,2310,10.00,7.72,5.30,0.00,0.00,0.01,0.09,0.07,3.47,12.93,9.98,29.81,1.77,1.36,44.70,46.15,35.61,39.43,16.21,12.51,50.72,0.00,0.00,1.46,40.07,30.93,66.17,0.10,0.08,1.43,0.35,0.27,17.96,1.56,1.21,77.43
COPERNICUS/S2_SR_HARMONIZED/20170516T105031_20170516T105322_T31TCH,2017-05-16,2017-05-16,SENTINEL_2,44.70,6.45,0.23,0.23,0.23,0.23,,,0.00,2017_05_16-Sentinel2,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_05_16-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_05_16-Sentinel2.tif,123.74,26.53,342.93,73.52,1.05,0.22,2315,9.64,7.79,5.11,0.00,0.00,0.04,0.10,0.08,3.56,12.66,10.23,29.17,1.70,1.38,43.06,42.78,34.57,36.55,14.75,11.92,46.13,0.00,0.00,1.46,39.84,32.20,65.78,0.13,0.10,1.77,0.27,0.22,13.86,1.57,1.27,77.85
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170520,2017-05-20,2017-05-20,LANDSAT_8,18.78,6.37,0.48,0.48,0.48,0.48,,,0.00,2017_05_20-Landsat8,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_05_20-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2017_05_20-Landsat8.tif,122.56,26.28,344.19,73.79,2.37,0.51,2320,9.41,7.68,4.99,0.02,0.02,0.25,0.09,0.07,3.21,12.06,9.84,27.79,1.80,1.47,45.48,43.23,35.27,36.94,14.40,11.75,45.04,0.00,0.00,0.00,38.60,31.49,63.74,0.06,0.05,0.89,0.25,0.20,12.75,1.65,1.35,81.84
COPERNICUS/S2_SR_HARMONIZED/20170523T104031_20170523T104025_T31TCH,2017-05-23,2017-05-23,SENTINEL_2,59.72,5.81,0.29,0.29,0.29,0.29,,,0.00,2017_05_23-Sentinel2,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_05_23-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_05_23-Sentinel2.tif,99.32,21.29,367.09,78.70,1.31,0.28,2341,7.08,7.13,3.75,0.01,0.01,0.15,0.05,0.05,1.86,9.21,9.27,21.23,1.46,1.47,36.96,31.62,31.83,27.02,12.70,12.78,39.72,0.00,0.00,1.38,35.20,35.44,58.13,0.06,0.06,0.86,0.15,0.15,7.50,1.53,1.54,75.78
COPERNICUS/S2_SR_HARMONIZED/20170526T105031_20170526T105518_T31TCH,2017-05-26,2017-05-26,SENTINEL_2,33.66,19.40,3.31,2.07,0.86,0.86,2359.00,2375.00,0.00,2017_05_26-Sentinel2,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_05_26-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_05_26-Sentinel2.tif,66.13,14.18,398.13,85.35,3.46,0.74,2368,2.57,3.89,1.36,0.00,0.00,0.02,0.03,0.05,1.16,5.66,8.56,13.04,1.00,1.52,25.37,19.05,28.81,16.28,9.28,14.04,29.04,0.00,0.00,1.46,26.89,40.66,44.40,0.07,0.10,0.92,0.07,0.10,3.35,1.34,2.03,66.64
COPERNICUS/S2_SR_HARMONIZED/20170602T104021_20170602T104212_T31TCH,2017-06-02,2017-06-02,SENTINEL_2,63.95,51.55,18.19,16.49,9.33,4.10,2375.00,2375.00,5.00,2017_06_02-Sentinel2,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_06_02-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_06_02-Sentinel2.tif,36.68,7.86,413.43,88.63,17.61,3.77,2376,2.62,7.13,1.39,0.00,0.01,0.03,0.01,0.02,0.22,1.40,3.82,3.23,0.38,1.02,9.51,9.23,25.16,7.89,5.38,14.67,16.83,0.00,0.00,1.21,16.92,46.14,27.95,0.06,0.17,0.89,0.03,0.09,1.60,0.55,1.49,27.02
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20170605,2017-06-05,2017-06-05,LANDSAT_8,88.38,51.53,19.45,17.52,10.13,0.00,2371.00,2379.00,5.00,2017_06_05-Landsat8,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_06_05-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2017_06_05-Landsat8.tif,38.02,8.15,431.10,92.42,0.00,0.00,2380,3.19,8.38,1.69,0.02,0.05,0.26,0.00,0.00,0.07,1.48,3.91,3.42,0.32,0.84,8.03,9.02,23.71,7.70,5.56,14.61,17.38,0.00,0.00,0.00,17.43,45.85,28.79,0.05,0.12,0.66,0.03,0.08,1.60,0.60,1.59,29.99
COPERNICUS/S2_SR_HARMONIZED/20170605T105031_20170605T105303_T31TCH,2017-06-05,2017-06-05,SENTINEL_2,88.89,51.55,18.19,16.49,9.33,0.00,2375.00,2375.00,5.00,2017_06_05-Sentinel2,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_06_05-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_06_05-Sentinel2.tif,36.86,7.90,430.85,92.37,0.00,0.00,2368,3.12,8.46,1.65,0.01,0.02,0.09,0.01,0.02,0.21,1.39,3.78,3.21,0.38,1.03,9.64,9.09,24.66,7.77,5.41,14.67,16.92,0.00,0.00,1.21,16.71,45.32,27.58,0.06,0.16,0.81,0.03,0.09,1.60,0.56,1.51,27.63
COPERNICUS/S2_SR_HARMONIZED/20170612T104021_20170612T104258_T31TCH,2017-06-12,2017-06-12,SENTINEL_2,41.44,3.68,0.31,0.31,0.31,0.31,,,0.00,2017_06_12-Sentinel2,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_06_12-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_06_12-Sentinel2.tif,6.44,1.38,460.03,98.62,1.25,0.27,3000,0.02,0.27,0.01,0.00,0.00,0.00,0.00,0.05,0.11,0.10,1.55,0.23,0.08,1.31,2.13,0.57,8.93,0.49,0.73,11.35,2.29,0.00,0.03,1.38,4.75,73.80,7.84,0.05,0.80,0.73,0.00,0.00,0.01,0.11,1.74,5.55
COPERNICUS/S2_SR_HARMONIZED/20170615T105031_20170615T105505_T31TCH,2017-06-15,2017-06-15,SENTINEL_2,5.62,3.68,0.31,0.31,0.31,0.31,,,0.00,2017_06_15-Sentinel2,2016-2017,Tabla_Nubes_Snowline_2016_2017.csv,,2017_06_15-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_06_15-Sentinel2.tif,6.27,1.34,460.16,98.65,1.25,0.27,3000,0.05,0.77,0.03,0.00,0.04,0.03,0.01,0.10,0.23,0.09,1.50,0.22,0.08,1.28,2.04,0.53,8.37,0.45,0.69,10.96,2.15,0.00,0.03,1.46,4.58,72.93,7.55,0.12,1.93,1.71,0.00,0.00,0.01,0.12,1.90,5.92
COPERNICUS/S2_SR_HARMONIZED/20171003T105021_20171003T105856_T31TCH,2017-10-03,2017-10-03,SENTINEL_2,2.57,2.57,0.10,0.10,0.10,0.10,,,0.00,2017_10_03-Sentinel2,2017-2018,Tabla_Nubes_Snowline_2017_2018.csv,,2017_10_03-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_10_03-Sentinel2.tif,3.84,0.82,463.54,99.38,0.33,0.07,3000,0.01,0.13,0.00,0.00,0.02,0.01,0.01,0.31,0.44,0.83,21.52,1.90,0.01,0.37,0.36,2.31,60.05,1.97,0.18,4.80,0.58,0.00,0.06,1.78,0.21,5.37,0.34,0.16,4.13,2.24,0.00,0.01,0.02,0.11,2.91,5.53
COPERNICUS/S2_SR_HARMONIZED/20171010T104021_20171010T104021_T31TCH,2017-10-10,2017-10-10,SENTINEL_2,7.94,0.00,0.00,0.00,0.00,0.00,,,0.00,2017_10_10-Sentinel2,2017-2018,Tabla_Nubes_Snowline_2017_2018.csv,,2017_10_10-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_10_10-Sentinel2.tif,5.25,1.12,462.47,99.15,0.00,0.00,3000,4.59,87.50,2.43,0.01,0.28,0.18,0.07,1.29,2.49,0.08,1.51,0.18,0.03,0.51,0.68,0.02,0.47,0.02,0.06,1.20,0.20,0.00,0.03,1.46,0.11,2.03,0.18,0.21,4.03,2.99,0.00,0.07,0.19,0.06,1.06,2.77
COPERNICUS/S2_SR_HARMONIZED/20171013T105031_20171013T105315_T31TCH,2017-10-13,2017-10-13,SENTINEL_2,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,2017_10_13-Sentinel2,2017-2018,Tabla_Nubes_Snowline_2017_2018.csv,,2017_10_13-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_10_13-Sentinel2.tif,0.17,0.04,467.55,100.24,0.00,0.00,3000,0.00,1.01,0.00,0.00,0.12,0.00,0.00,2.50,0.15,0.00,0.18,0.00,0.01,3.75,0.16,0.00,0.65,0.00,0.00,0.30,0.00,0.00,1.01,1.38,0.00,1.01,0.00,0.09,56.07,1.33,0.00,0.00,0.00,0.06,33.39,2.78
COPERNICUS/S2_SR_HARMONIZED/20171030T104151_20171030T104754_T31TCH,2017-10-30,2017-10-30,SENTINEL_2,0.46,0.46,0.46,0.46,0.46,0.46,,,0.00,2017_10_30-Sentinel2,2017-2018,Tabla_Nubes_Snowline_2017_2018.csv,,2017_10_30-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_10_30-Sentinel2.tif,0.34,0.07,465.23,99.74,2.15,0.46,3000,0.00,1.45,0.00,0.00,0.42,0.02,0.01,3.44,0.43,0.00,0.30,0.00,0.01,3.03,0.26,0.00,1.13,0.00,0.04,12.93,0.14,0.00,0.74,2.02,0.05,15.07,0.08,0.14,40.52,1.93,0.00,0.00,0.00,0.07,20.74,3.47
COPERNICUS/S2_SR_HARMONIZED/20171102T105211_20171102T105210_T31TCH,2017-11-02,2017-11-02,SENTINEL_2,100.00,0.46,0.46,0.46,0.46,0.46,,,0.00,2017_11_02-Sentinel2,2017-2018,Tabla_Nubes_Snowline_2017_2018.csv,,2017_11_02-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_11_02-Sentinel2.tif,0.34,0.07,465.23,99.74,2.15,0.46,3000,0.00,1.45,0.00,0.00,0.42,0.02,0.01,3.44,0.43,0.00,0.30,0.00,0.01,3.03,0.26,0.00,1.13,0.00,0.04,12.93,0.14,0.00,0.74,2.02,0.05,15.07,0.08,0.14,40.52,1.93,0.00,0.00,0.00,0.07,20.74,3.47
COPERNICUS/S2_SR_HARMONIZED/20171109T104241_20171109T104505_T31TCH,2017-11-09,2017-11-09,SENTINEL_2,88.89,0.00,0.00,0.00,0.00,0.00,,,0.00,2017_11_09-Sentinel2,2017-2018,Tabla_Nubes_Snowline_2017_2018.csv,,2017_11_09-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_11_09-Sentinel2.tif,297.24,63.72,170.48,36.55,0.00,0.00,2060,63.73,21.44,33.78,2.06,0.69,25.72,1.01,0.34,37.02,31.14,10.48,71.77,2.92,0.98,73.72,109.25,36.76,93.35,26.89,9.05,84.11,0.01,0.00,8.58,55.52,18.68,91.67,1.18,0.40,16.69,1.81,0.61,91.74,1.15,0.39,56.81
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20171112,2017-11-12,2017-11-12,LANDSAT_8,3.73,0.00,0.00,0.00,0.00,0.00,,,0.00,2017_11_12-Landsat8,2017-2018,Tabla_Nubes_Snowline_2017_2018.csv,,2017_11_12-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2017_11_12-Landsat8.tif,367.21,78.73,101.91,21.85,0.00,0.00,1898,128.16,34.90,67.94,2.48,0.68,31.00,1.44,0.39,52.84,31.02,8.45,71.51,3.01,0.82,76.16,109.05,29.70,93.18,27.31,7.44,85.44,0.01,0.00,6.56,56.58,15.41,93.42,2.67,0.73,37.76,1.84,0.50,93.40,1.82,0.50,90.18
COPERNICUS/S2_SR_HARMONIZED/20171112T105301_20171112T105302_T31TCH,2017-11-12,2017-11-12,SENTINEL_2,0.02,0.02,0.02,0.02,0.02,0.02,,,0.00,2017_11_12-Sentinel2,2017-2018,Tabla_Nubes_Snowline_2017_2018.csv,,2017_11_12-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_11_12-Sentinel2.tif,276.96,59.38,190.60,40.86,0.11,0.02,2112,47.74,17.24,25.31,1.62,0.58,20.21,0.74,0.27,27.12,30.08,10.86,69.34,2.73,0.99,69.13,107.99,38.99,92.27,26.63,9.62,83.32,0.00,0.00,1.86,55.15,19.91,91.06,0.79,0.28,11.10,1.78,0.64,90.22,1.14,0.41,56.63
COPERNICUS/S2_SR_HARMONIZED/20171119T104331_20171119T104806_T31TCH,2017-11-19,2017-11-19,SENTINEL_2,0.01,0.01,0.01,0.01,0.01,0.01,,,0.00,2017_11_19-Sentinel2,2017-2018,Tabla_Nubes_Snowline_2017_2018.csv,,2017_11_19-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_11_19-Sentinel2.tif,203.25,43.57,264.40,56.68,0.03,0.01,2158,28.38,13.96,15.05,0.89,0.44,11.10,0.45,0.22,16.60,23.85,11.73,54.97,2.43,1.20,61.53,84.07,41.36,71.83,18.01,8.86,56.33,0.00,0.00,2.02,41.91,20.62,69.20,0.43,0.21,6.12,1.41,0.69,71.63,1.07,0.53,52.93
LANDSAT/LC08/C02/T1_TOA/LC08_198030_20171128,2017-11-28,2017-11-28,LANDSAT_8,13.96,8.30,0.50,0.50,0.50,0.50,,,0.00,2017_11_28-Landsat8,2017-2018,Tabla_Nubes_Snowline_2017_2018.csv,,2017_11_28-Landsat8.tif,/content/drive/MyDrive/Mapas_Nieve/2017_11_28-Landsat8.tif,299.91,64.30,166.63,35.72,2.59,0.55,1814,111.65,37.23,59.18,2.19,0.73,27.31,1.44,0.48,52.88,23.40,7.80,53.94,2.93,0.98,74.20,81.10,27.04,69.30,21.58,7.19,67.50,0.04,0.01,33.52,47.68,15.90,78.74,3.47,1.16,49.04,1.14,0.38,57.76,1.87,0.62,92.86
COPERNICUS/S2_SR_HARMONIZED/20171129T104401_20171129T104402_T31TCH,2017-11-29,2017-11-29,SENTINEL_2,70.24,8.30,0.16,0.16,0.16,0.16,,,0.00,2017_11_29-Sentinel2,2017-2018,Tabla_Nubes_Snowline_2017_2018.csv,,2017_11_29-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_11_29-Sentinel2.tif,256.95,55.09,209.95,45.01,0.81,0.17,1955,77.20,30.04,40.93,1.54,0.60,19.22,1.05,0.41,38.75,22.35,8.70,51.51,2.74,1.07,69.40,80.54,31.34,68.82,20.33,7.91,63.60,0.03,0.01,20.40,45.14,17.57,74.54,2.63,1.02,37.12,1.09,0.43,55.45,1.85,0.72,91.76
COPERNICUS/S2_SR_HARMONIZED/20171209T104431_20171209T104426_T31TCH,2017-12-09,2017-12-09,SENTINEL_2,6.09,3.77,0.13,0.13,0.13,0.13,,,0.00,2017_12_09-Sentinel2,2017-2018,Tabla_Nubes_Snowline_2017_2018.csv,,2017_12_09-Sentinel2.tif,/content/drive/MyDrive/Mapas_Nieve/2017_12_09-Sentinel2.tif,264.16,56.63,203.04,43.53,0.52,0.11,2071,50.50,19.12,26.77,3.63,1.37,45.27,1.04,0.39,38.31,28.07,10.63,64.71,2.93,1.11,74.19,99.72,37.75,85.21,23.01,8.71,71.99,0.06,0.02,46.80,49.79,18.85,82.22,1.48,0.56,20.94,1.67,0.63,84.86,1.77,0.67,87.71
